Date,Stars,Helpful_Votes,Words,Z_Score_Words,Paragraphs,Sentiment_Polarity,No.break tags,Percentage_Upper_Case,Percentage_Lower_Case,Avg_len_paragraph_per_review,Z_Score_Paragraphs,Z_Score_HelpfulVotes
10/6/2015,5,2643,310,2.543274331291591,9,0.1452361275088548,11,4,89,202.5555555555556,5.084373632711247,67.10112057905329
10/7/2017,3,47,51,-0.06599331523290886,1,0.4,0,11,79,284.0,-0.2722504173440611,1.16024944042662
04/18/2018,5,24,160,1.0321154626480582,1,0.225,0,4,92,862.0,-0.2722504173440611,0.5760275466714531
09/25/2018,5,20,129,0.7198092964617281,1,0.298538961038961,0,1,96,701.0,-0.2722504173440611,0.47442373906185886
10/8/2017,5,16,106,0.4880982699363864,2,0.28500000000000003,1,5,89,280.5,0.3973275889128524,0.37281993145226466
08/1/2018,5,10,168,1.1127106023090465,1,0.2396258503401361,0,3,93,927.0,-0.2722504173440611,0.22041422003787328
10/6/2015,5,666,524,4.69919431722303,5,0.0781336718836719,8,3,92,600.6,2.4060616076835935,16.88343866801133
07/27/2017,5,11,97,0.3974287378177745,2,0.16833333333333333,1,3,93,260.0,0.3973275889128524,0.24581517194027186
10/6/2015,5,522,70,0.1254201414619386,1,0.2857954545454545,0,1,97,421.0,-0.2722504173440611,13.225701594065937
10/23/2018,3,4,222,1.6567277950207182,1,0.23080357142857144,0,5,92,1224.0,-0.2722504173440611,0.06800850862348191
07/15/2017,5,4,181,1.2436777042581526,3,0.04492029134886279,4,3,93,338.0,1.066905595169766,0.06800850862348191
09/7/2018,5,2,331,2.7548365729016853,5,0.2790947148090005,5,3,93,344.6,2.4060616076835935,0.017206604818684787
02/21/2019,5,1,430,3.7522014262064167,5,0.20909523809523808,8,3,93,456.4,2.4060616076835935,-0.008194347083713777
05/14/2018,5,3,104,0.4679494850211393,1,0.2445779220779221,0,5,91,639.0,-0.2722504173440611,0.042607556721083344
09/23/2016,5,4,223,1.666802187478342,4,0.19785714285714287,6,2,93,314.25,1.7364836014266791,0.06800850862348191
06/3/2017,5,3,181,1.2436777042581526,1,0.2305720899470899,0,7,88,967.0,-0.2722504173440611,0.042607556721083344
02/26/2017,5,3,143,0.8608507908684578,5,0.3410714285714286,4,2,93,163.8,2.4060616076835935,0.042607556721083344
